,Funding type
24775,Post-IPO Equity
24776,Series A
24777,Private Equity
24778,Venture - Series Unknown
24779,Series C
24780,Venture - Series Unknown
24781,Series A
24782,Angel
24783,Angel
24784,Venture - Series Unknown
24785,Venture - Series Unknown
24786,Series A
24787,Seed
24788,Angel
24789,Venture - Series Unknown
24790,Grant
24791,Post-IPO Equity
24792,Series A
24793,Seed
24794,Series C
24795,Series A
24796,Series C
24797,Debt Financing
24798,Series B
24799,Series A
24800,Series C
24801,Series B
24802,Series A
24803,Series B
24804,Series A
24805,Series A
24806,Series D
24807,Series A
24808,Convertible Note
24809,Venture - Series Unknown
24810,Venture - Series Unknown
24811,Angel
24812,Series B
24813,Series B
24814,Series A
24815,Series A
24816,Venture - Series Unknown
24817,Series A
24818,Seed
24819,Venture - Series Unknown
24820,Series C
24821,Series D
24822,Series B
24823,Private Equity
24824,Series B
24825,Series B
24826,Venture - Series Unknown
24827,Venture - Series Unknown
24828,Series A
24829,Series A
24830,Series C
24831,Series D
24832,Series A
24833,Series C
24834,Debt Financing
24835,Series B
24836,Series H
24837,Seed
24838,Series D
24839,Venture - Series Unknown
24840,Series C
24841,Post-IPO Equity
24842,Series A
24843,Series B
24844,Series B
24845,Series B
24846,Series E
24847,Series A
24848,Venture - Series Unknown
24849,Venture - Series Unknown
24850,Series A
24851,Series B
24852,Series B
24853,Series A
24854,Debt Financing
24855,Series A
24856,Venture - Series Unknown
24857,Series B
24858,Series A
24859,Series B
24860,Series B
24861,Series C
24862,Series B
24863,Pre-Seed
24864,Pre-Seed
24865,Pre-Seed
24866,Private Equity
24867,Private Equity
24868,Venture - Series Unknown
24869,Venture - Series Unknown
24870,Post-IPO Equity
24871,Private Equity
24872,Private Equity
24873,Venture - Series Unknown
24874,Angel
24875,Venture - Series Unknown
24876,Series A
24877,Venture - Series Unknown
24878,Venture - Series Unknown
24879,Seed
24880,Venture - Series Unknown
24881,Angel
24882,Grant
24883,Venture - Series Unknown
24884,Series A
24885,Private Equity
24886,Series A
24887,Private Equity
24888,Seed
24889,Funding Round
24890,Venture - Series Unknown
24891,Series B
24892,Venture - Series Unknown
24893,Seed
24894,Angel
24895,Venture - Series Unknown
24896,Private Equity
24897,Private Equity
24898,Series B
24899,Angel
24900,Series C
24901,Venture - Series Unknown
24902,Series A
24903,Series B
24904,Funding Round
24905,Grant
24906,Series A
24907,Venture - Series Unknown
24908,Non-equity Assistance
24909,Series A
24910,Venture - Series Unknown
24911,Venture - Series Unknown
24912,Grant
24913,Seed
24914,Private Equity
24915,Post-IPO Equity
24916,Series A
24917,Angel
24918,Private Equity
24919,Series A
24920,Venture - Series Unknown
24921,Seed
24922,Seed
24923,Seed
24924,Series A
24925,Venture - Series Unknown
24926,Post-IPO Equity
24927,Series B
24928,Series C
24929,Series B
24930,Series D
24931,Series A
24932,Series C
24933,Private Equity
24934,Series C
24935,Series A
24936,Funding Round
24937,Seed
24938,Series C
24939,Venture - Series Unknown
24940,Series C
24941,Venture - Series Unknown
24942,Venture - Series Unknown
24943,Series B
24944,Venture - Series Unknown
24945,Post-IPO Equity
24946,Series B
24947,Series B
24948,Series E
24949,Venture - Series Unknown
24950,Series A
24951,Series B
24952,Series A
24953,Series A
24954,Venture - Series Unknown
24955,Series B
24956,Series C
24957,Venture - Series Unknown
24958,Series B
24959,Venture - Series Unknown
24960,Post-IPO Equity
24961,Series F
24962,Seed
24963,Series C
24964,Series A
24965,Series B
24966,Series B
24967,Series E
24968,Private Equity
24969,Venture - Series Unknown
24970,Series C
24971,Seed
24972,Post-IPO Equity
24973,Venture - Series Unknown
24974,Series A
24975,Series C
24976,Venture - Series Unknown
24977,Venture - Series Unknown
24978,Series B
24979,Venture - Series Unknown
24980,Post-IPO Equity
24981,Series B
24982,Series B
24983,Series E
24984,Venture - Series Unknown
24985,Series A
24986,Series B
24987,Series A
24988,Series A
24989,Venture - Series Unknown
24990,Series B
24991,Series C
24992,Venture - Series Unknown
24993,Series B
24994,Venture - Series Unknown
24995,Post-IPO Equity
24996,Series F
24997,Seed
24998,Series C
24999,Series A
25000,Series B
25001,Series B
25002,Series E
25003,Private Equity
25004,Venture - Series Unknown
25005,Series C
25006,Seed
25007,Post-IPO Equity
25008,Venture - Series Unknown
25009,Series A
25010,Venture - Series Unknown
25011,Series F
25012,Series A
25013,Series B
25014,Venture - Series Unknown
25015,Series B
25016,Grant
25017,Series A
25018,Series D
25019,Venture - Series Unknown
25020,Series B
25021,Post-IPO Equity
25022,Series C
25023,Series B
25024,Venture - Series Unknown
25025,Venture - Series Unknown
25026,Venture - Series Unknown
25027,Post-IPO Equity
25028,Series B
25029,Series G
25030,Series A
25031,Series E
25032,Angel
25033,Series A
25034,Series D
25035,Series A
25036,Series B
25037,Private Equity
25038,Venture - Series Unknown
25039,Series B
25040,Series A
25041,Series A
25042,Series B
25043,Venture - Series Unknown
25044,Series B
25045,Venture - Series Unknown
25046,Series B
25047,Private Equity
25048,Venture - Series Unknown
25049,Venture - Series Unknown
25050,Venture - Series Unknown
25051,Series F
25052,Venture - Series Unknown
25053,Series D
25054,Series A
25055,Series A
25056,Private Equity
25057,Series A
25058,Series A
25059,Venture - Series Unknown
25060,Series D
25061,Grant
25062,Series C
25063,Venture - Series Unknown
25064,Venture - Series Unknown
25065,Series B
25066,Venture - Series Unknown
25067,Series E
25068,Series E
25069,Private Equity
25070,Series B
25071,Series B
25072,Series A
25073,Series A
25074,Series A
25075,Seed
25076,Venture - Series Unknown
25077,Series B
25078,Seed
25079,Series A
25080,Series C
25081,Series A
25082,Venture - Series Unknown
25083,Venture - Series Unknown
25084,Series B
25085,Post-IPO Equity
25086,Convertible Note
25087,Series E
25088,Private Equity
25089,Series A
25090,Funding Round
25091,Series B
25092,Seed
25093,Grant
25094,Series A
25095,Series B
25096,Series B
25097,Series C
25098,Post-IPO Equity
25099,Venture - Series Unknown
25100,Series F
25101,Series E
25102,Series A
25103,Series C
25104,Seed
25105,Series A
25106,Series C
25107,Series A
25108,Series A
25109,Convertible Note
25110,Series A
25111,Series C
25112,Seed
25113,Grant
25114,Grant
25115,Seed
25116,Series E
25117,Series B
25118,Series A
25119,Series B
25120,Series B
25121,Series A
25122,Venture - Series Unknown
25123,Series A
25124,Series C
25125,Series A
25126,Debt Financing
25127,Series A
25128,Private Equity
25129,Series B
25130,Series C
25131,Series A
25132,Venture - Series Unknown
25133,Debt Financing
25134,Seed
25135,Series C
25136,Venture - Series Unknown
25137,Venture - Series Unknown
25138,Angel
25139,Series C
25140,Series A
25141,Series B
25142,Series A
25143,Series A
25144,Series A
25145,Pre-Seed
25146,Series C
25147,Series D
25148,Seed
25149,Seed
25150,Series A
25151,Series C
25152,Series A
25153,Series A
25154,Venture - Series Unknown
25155,Post-IPO Equity
25156,Series C
25157,Seed
25158,Series B
25159,Series D
25160,Series C
25161,Series D
25162,Venture - Series Unknown
25163,Venture - Series Unknown
25164,Series A
25165,Convertible Note
25166,Series C
25167,Venture - Series Unknown
25168,Venture - Series Unknown
25169,Series A
25170,Seed
25171,Series B
25172,Series A
25173,Venture - Series Unknown
25174,Series A
25175,Series C
25176,Series B
25177,Series C
25178,Venture - Series Unknown
25179,Series B
25180,Series D
25181,Venture - Series Unknown
25182,Series B
25183,Series C
25184,Venture - Series Unknown
25185,Series C
25186,Post-IPO Equity
25187,Seed
25188,Series A
25189,Series C
25190,Series C
25191,Series A
25192,Series D
25193,Series B
25194,Series A
25195,Series C
25196,Series E
25197,Series B
25198,Series A
25199,Seed
25200,Series E
25201,Series E
25202,Series A
25203,Series A
25204,Series B
25205,Venture - Series Unknown
25206,Grant
25207,Series A
25208,Series A
25209,Series C
25210,Series A
25211,Seed
25212,Series C
25213,Funding Round
25214,Series B
25215,Venture - Series Unknown
25216,Series A
25217,Series A
25218,Venture - Series Unknown
25219,Series C
25220,Series B
25221,Series D
25222,Series D
25223,Series A
25224,Series A
25225,Venture - Series Unknown
25226,Private Equity
25227,Venture - Series Unknown
25228,Venture - Series Unknown
25229,Seed
25230,Series C
25231,Venture - Series Unknown
25232,Debt Financing
25233,Venture - Series Unknown
25234,Series C
25235,Series C
25236,Seed
25237,Series C
25238,Convertible Note
25239,Series C
25240,Grant
25241,Series A
25242,Venture - Series Unknown
25243,Series A
25244,Series B
25245,Series D
25246,Series B
25247,Venture - Series Unknown
25248,Venture - Series Unknown
25249,Series A
25250,Private Equity
25251,Series A
25252,Venture - Series Unknown
25253,Series B
25254,Series A
25255,Series A
25256,Post-IPO Equity
25257,Seed
25258,Seed
25259,Venture - Series Unknown
25260,Series A
25261,Venture - Series Unknown
25262,Series A
25263,Series C
25264,Series A
25265,Series A
25266,Series A
25267,Series D
25268,Series D
25269,Series B
25270,Series B
25271,Series C
25272,Series B
25273,Venture - Series Unknown
25274,Angel
25275,Series C
25276,Series A
25277,Series A
25278,Series B
25279,Series A
25280,Seed
25281,Series C
25282,Series B
25283,Convertible Note
25284,Post-IPO Equity
25285,Series D
25286,Series A
25287,Series A
25288,Series A
25289,Series B
25290,Series A
25291,Grant
25292,Venture - Series Unknown
25293,Series B
25294,Venture - Series Unknown
25295,Series A
25296,Series G
25297,Venture - Series Unknown
25298,Post-IPO Equity
25299,Venture - Series Unknown
25300,Series A
25301,Post-IPO Equity
25302,Debt Financing
25303,Venture - Series Unknown
25304,Series C
25305,Venture - Series Unknown
25306,Series B
25307,Series A
25308,Debt Financing
25309,Grant
25310,Series B
25311,Venture - Series Unknown
25312,Series B
25313,Private Equity
25314,Series A
25315,Private Equity
25316,Series A
25317,Venture - Series Unknown
25318,Series A
25319,Series B
25320,Series A
25321,Series B
25322,Venture - Series Unknown
25323,Venture - Series Unknown
25324,Series D
25325,Series C
25326,Series D
25327,Venture - Series Unknown
25328,Series B
25329,Series D
25330,Series A
25331,Venture - Series Unknown
25332,Venture - Series Unknown
25333,Seed
25334,Series C
25335,Series B
25336,Series C
25337,Equity Crowdfunding
25338,Series A
25339,Series A
25340,Series A
25341,Series A
25342,Series A
25343,Venture - Series Unknown
25344,Series B
25345,Series B
25346,Venture - Series Unknown
25347,Series A
25348,Series A
25349,Venture - Series Unknown
25350,Series C
25351,Venture - Series Unknown
25352,Venture - Series Unknown
25353,Angel
25354,Series A
25355,Venture - Series Unknown
25356,Series B
25357,Venture - Series Unknown
25358,Series E
25359,Series B
25360,Series A
25361,Venture - Series Unknown
25362,Series A
25363,Series D
25364,Angel
25365,Series G
25366,Series A
25367,Venture - Series Unknown
25368,Venture - Series Unknown
25369,Grant
25370,Post-IPO Equity
25371,Series D
25372,Series A
25373,Series B
25374,Venture - Series Unknown
25375,Series A
25376,Series A
25377,Venture - Series Unknown
25378,Angel
25379,Pre-Seed
25380,Venture - Series Unknown
25381,Seed
25382,Private Equity
25383,Private Equity
25384,Angel
25385,Series B
25386,Venture - Series Unknown
25387,Post-IPO Equity
25388,Series D
25389,Series B
25390,Series A
25391,Series C
25392,Series C
25393,Series A
25394,Seed
25395,Venture - Series Unknown
25396,Seed
25397,Venture - Series Unknown
25398,Series A
25399,Series C
25400,Pre-Seed
25401,Post-IPO Equity
25402,Series C
25403,Venture - Series Unknown
25404,Series A
25405,Series A
25406,Series E
25407,Series B
25408,Series B
25409,Series A
25410,Series C
25411,Series A
25412,Series D
25413,Series D
25414,Series C
25415,Series A
25416,Venture - Series Unknown
25417,Venture - Series Unknown
25418,Series A
25419,Series A
25420,Post-IPO Equity
25421,Series B
25422,Series B
25423,Series D
25424,Series A
25425,Series A
25426,Series B
25427,Series A
25428,Series A
25429,Venture - Series Unknown
25430,Venture - Series Unknown
25431,Venture - Series Unknown
25432,Series B
25433,Series A
25434,Series A
25435,Seed
25436,Series B
25437,Series C
25438,Series C
25439,Series C
25440,Corporate Round
25441,Venture - Series Unknown
25442,Venture - Series Unknown
25443,Series B
25444,Series A
25445,Series C
25446,Series B
25447,Series D
25448,Series A
25449,Series D
25450,Private Equity
25451,Convertible Note
25452,Series B
25453,Funding Round
25454,Venture - Series Unknown
25455,Venture - Series Unknown
25456,Series B
25457,Series B
25458,Series B
25459,Series A
25460,Angel
25461,Series B
25462,Series C
25463,Debt Financing
25464,Series F
25465,Series A
25466,Series B
25467,Series E
25468,Series B
25469,Series B
25470,Venture - Series Unknown
25471,Series B
25472,Venture - Series Unknown
25473,Series A
25474,Series B
25475,Series D
25476,Series A
25477,Seed
25478,Series D
25479,Series C
25480,Series A
25481,Series C
25482,Series A
25483,Series E
25484,Series C
25485,Angel
25486,Series A
25487,Venture - Series Unknown
25488,Post-IPO Equity
25489,Series B
25490,Series C
25491,Post-IPO Equity
25492,Venture - Series Unknown
25493,Venture - Series Unknown
25494,Series B
25495,Series A
25496,Venture - Series Unknown
25497,Series B
25498,Grant
25499,Series B
25500,Series B
25501,Series A
25502,Private Equity
25503,Angel
25504,Venture - Series Unknown
25505,Series A
25506,Series A
25507,Series C
25508,Series A
25509,Venture - Series Unknown
25510,Grant
25511,Venture - Series Unknown
25512,Series B
25513,Series B
25514,Series D
25515,Series C
25516,Series C
25517,Series C
25518,Series D
25519,Series B
25520,Series C
25521,Series A
25522,Series E
25523,Series C
25524,Series D
25525,Series B
25526,Series A
25527,Series D
25528,Private Equity
25529,Series B
25530,Series A
25531,Venture - Series Unknown
25532,Series A
25533,Series C
25534,Series B
25535,Series A
25536,Seed
25537,Series B
25538,Series B
25539,Series B
25540,Series D
25541,Venture - Series Unknown
25542,Series D
25543,Series C
25544,Venture - Series Unknown
25545,Venture - Series Unknown
25546,Series A
25547,Series B
25548,Series C
25549,Series A
25550,Series A
25551,Series B
25552,Convertible Note
25553,Series A
25554,Series F
25555,Series A
25556,Seed
25557,Series A
25558,Series A
25559,Private Equity
25560,Seed
25561,Grant
25562,Grant
25563,Grant
25564,Venture - Series Unknown
25565,Angel
25566,Series B
25567,Grant
25568,Venture - Series Unknown
25569,Private Equity
25570,Series D
25571,Grant
25572,Venture - Series Unknown
25573,Seed
25574,Series F
25575,Venture - Series Unknown
25576,Venture - Series Unknown
25577,Debt Financing
25578,Venture - Series Unknown
25579,Venture - Series Unknown
25580,Series A
25581,Series A
25582,Series B
25583,Series B
25584,Series A
25585,Series A
25586,Venture - Series Unknown
25587,Series D
25588,Series B
25589,Private Equity
25590,Series E
25591,Venture - Series Unknown
25592,Series A
25593,Series D
25594,Series A
25595,Post-IPO Equity
25596,Series A
25597,Debt Financing
25598,Series B
25599,Series B
25600,Series B
25601,Venture - Series Unknown
25602,Series B
25603,Series C
25604,Series E
25605,Series A
25606,Series A
25607,Post-IPO Equity
25608,Series D
25609,Series A
25610,Series B
25611,Series D
25612,Series B
25613,Series C
25614,Venture - Series Unknown
25615,Series A
25616,Venture - Series Unknown
25617,Series E
25618,Series D
25619,Series F
25620,Series D
25621,Series A
25622,Series C
25623,Post-IPO Equity
25624,Series A
25625,Venture - Series Unknown
25626,Series D
25627,Series A
25628,Venture - Series Unknown
25629,Venture - Series Unknown
